,AP,BI,CPInv,CPRet,CRNInv,CRNRet,ComRend,InDispInv,InDispRet,InVencInv,InVencRet,Life,MontoInv,MontoMuerte,MontoRet,MontoRetInv,MontoRetMuerte,MontoRetVol,NumPartInv,NumPartMuertos,NumPartRet,NumPartVol,NumRetMuertos,PT,PagoAntInv,PagoAntRet,PagoPrimPenInv,PagoPrimPenRet,PagoPrimPensionInv,PagoPrimPensionRet,R0Inv,R0Ret,VLR,VMI,VMR,VRCI,Year
0,1364737959.94,82223484.0393,1.98088365208e-29,1342252283.93,3820229.24953,0.0,4642478.73845,43101350.5257,1678388660.1,59031872.4192,7742251155.94,1.0,44309876.6192,13077638.9402,1730509854.01,0.0,0.0,0.0,1.0,4.0,0.0,380.0,277.0,1625799375.26,62852101.6688,1580712256.76,0.0,0.0,1208526.09356,52121193.9139,0.0,6161538899.18,1565545293.4,3.82579430974e+11,32586428042.0,82223484.0393,52.0
0,1414206000.36,85285333.6212,8.57938797163e-28,8.03491332333e-29,0.0,1143729971.69,4731506.16955,99208456.3617,1735587089.83,103692109.22,500994730.805,1.0,102018054.305,25937291.0659,1788928441.43,0.0,0.0,0.0,2.0,3.0,0.0,393.0,297.0,1684821723.58,65122541.3799,1644724702.5,0.0,0.0,2809597.94304,53341351.5926,38569567.8403,0.0,1537341887.88,3.9626629108e+11,33868930267.0,85285333.6212,53.0
0,1483838587.84,89632764.1589,59400676.2539,6.5632471174e-29,0.0,0.0,4826241.2988,0.0,1485323900.36,185548473.407,2797457526.36,1.0,0.0,12901811.4324,1530345481.58,0.0,0.0,0.0,0.0,3.0,0.0,353.0,303.0,1767945339.33,65876775.6007,1701167743.67,0.0,0.0,0.0,45021581.2213,119671697.806,1096289782.7,1535776781.14,4.10352792935e+11,35185036435.0,89632764.1589,54.0
0,1557445615.4,93908689.4801,29739002.3109,68.3830926392,0.0,0.0,5224228.59574,53981780.9506,1668252205.81,125932249.564,5702888647.4,1.0,55520656.6908,22215645.7777,1718805499.31,0.0,0.0,0.0,1.0,7.0,0.0,371.0,305.0,1855454275.14,67222535.5735,1757676402.9,0.0,0.0,1538875.7402,50553293.4996,58709713.9907,3945212244.5,1691772757.67,4.23067070968e+11,36128594963.4,93908689.4801,55.0
0,1643641444.41,99058480.5484,46976600.9355,1.0559459137e-27,0.0,1488961106.92,5558468.05293,0.0,1850546376.08,83131587.3432,323001740.398,1.0,0.0,0.0,1907110485.41,0.0,0.0,0.0,0.0,0.0,0.0,374.0,331.0,1958089803.33,64126124.3234,1811962847.32,0.0,0.0,0.0,56564109.3281,19005463.0198,0.0,1794983649.73,4.37627232001e+11,37344547983.5,99058480.5484,56.0
0,1714936785.18,103313651.231,50616857.5398,1.6329622647e-28,6815779.31237,0.0,5838238.62412,0.0,2038075956.01,56857670.5397,9011120944.42,1.0,0.0,20051866.3735,2100424440.58,0.0,0.0,0.0,0.0,7.0,0.0,391.0,328.0,2042978018.44,63673449.852,1871207804.13,0.0,0.0,0.0,62348484.5663,0.0,7139913140.29,1901520103.86,4.53422832738e+11,38642554265.9,103313651.231,57.0
0,1797810805.15,108405939.457,3.98012959767e-29,2.28498035797e-28,43485674.8657,0.0,6028611.42136,76919562.5972,1978919712.41,21805080.6126,2641775452.97,1.0,79281988.1652,12019796.0663,2039501367.18,0.0,0.0,0.0,1.0,4.0,0.0,369.0,361.0,2141816566.97,65290755.4783,1939114213.8,0.0,0.0,2362425.568,60581654.7667,0.0,702661239.171,1989169487.56,4.70939111565e+11,40134915479.8,108405939.457,58.0
0,1887039468.49,113739686.848,3.13208056505e-25,9.39292384086e-29,0.0,0.0,6369684.55717,126558824.837,2229511336.73,206474405.17,2051851334.85,1.0,130137650.732,16778800.8083,2297895851.17,0.0,0.0,0.0,2.0,5.0,0.0,375.0,380.0,2248066466.68,69371571.8448,1998226789.54,0.0,0.0,3578825.89528,68384514.4399,137102833.325,53624545.3118,2099678620.46,4.88534386707e+11,41586906039.8,113739686.848,59.0
0,1975087479.25,119130885.713,1.34457227498e-29,2.42178136138e-28,0.0,0.0,6588049.94027,117093653.267,2225356744.19,209787292.941,7322805815.26,1.0,120431679.156,28260520.8183,2293372906.5,0.0,0.0,0.0,2.0,5.0,0.0,377.0,342.0,2353054342.66,73230972.6334,2070949737.64,0.0,0.0,3338025.88896,68016162.3091,136556320.308,5251856077.62,2166908753.39,5.07104810507e+11,43218065530.1,119130885.713,60.0
0,2080248326.51,125509984.899,1.49033263784e-29,1.34185573711e-28,0.0,1442340015.54,6907980.33129,222618176.832,2504067954.54,414272478.092,697457104.382,1.0,228832260.109,29179452.7204,2580848289.85,0.0,0.0,0.0,3.0,5.0,0.0,381.0,370.0,2478380125.18,78513851.0849,2139797119.92,0.0,0.0,6214083.27718,76780335.3137,335758627.007,0.0,2253173022.45,5.27150977162e+11,44905531741.9,125509984.899,61.0
0,2171422342.26,131146437.497,2.30848750521e-28,7.96842987663e-27,37777607.5572,0.0,7084571.84181,62327391.2425,2349685448.58,48444745.512,8414517902.11,1.0,64135655.3556,14106671.8364,2421243413.82,0.0,0.0,0.0,1.0,4.0,0.0,380.0,352.0,2587155932.32,86222353.0692,2221271548.98,0.0,0.0,1808264.11309,71557965.235,0.0,6193246353.13,2297420115.59,5.48240467962e+11,46780178453.8,131146437.497,62.0
0,2294392818.89,138523839.477,28779088.996,1.69590552777e-28,0.0,0.0,7530210.3727,66369799.3542,2466524030.12,386497067.358,7198146983.27,1.0,68295343.2278,28865556.335,2541155332.64,0.0,0.0,0.0,1.0,7.0,0.0,384.0,368.0,2733614222.89,89129396.4541,2297608759.76,0.0,0.0,1925543.87361,74631302.5208,297367670.904,4900538223.51,2403481233.16,5.70657818191e+11,48515184002.5,138523839.477,63.0
0,2426648563.83,146464538.053,4.68884892261e-29,7.93335888938e-28,65631069.4991,1986728669.43,8009406.36719,75137936.8841,2479600194.35,27016081.7898,395294267.521,1.0,77211077.6552,6771274.77997,2555292061.67,0.0,0.0,0.0,1.0,2.0,0.0,383.0,392.0,2891138316.72,92647151.2889,2382022936.95,0.0,0.0,2073140.7711,75691867.3238,0.0,0.0,2588773635.93,5.94389830696e+11,50371955039.0,146464538.053,64.0
0,2568740466.83,154846793.162,44816147.5756,1.30895131862e-27,0.0,0.0,8655425.33392,178589063.409,3242482505.65,2144105769.39,10039405890.1,1.0,183695408.307,56513344.3646,3341670244.26,0.0,0.0,0.0,2.0,5.0,0.0,411.0,361.0,3060210404.48,95353677.0428,2468481812.1,0.0,0.0,5106344.89874,99187738.6082,2048752092.35,7570924078.01,2865188137.98,6.19555120639e+11,52247901677.8,154846793.162,65.0
0,2708018940.27,163642155.842,2.87336181701e-29,7.20782896068e-29,0.0,1952744593.71,8756258.28418,255640761.935,3092133196.8,387943313.317,616397686.5,1.0,262924611.248,10104060.6407,3186690292.03,0.0,0.0,0.0,3.0,4.0,0.0,397.0,406.0,3226585501.24,100187215.206,2569142280.21,0.0,0.0,7283849.31212,94557095.2292,287756098.111,0.0,2866017598.82,6.49252359699e+11,54869814657.3,163642155.842,66.0
0,2866654899.03,173332183.673,8.51647434948e-30,8045220.93153,74674790.9938,0.0,9173506.5542,181795494.445,2807467110.79,30118806.3245,9829267117.34,1.0,186938488.764,18438814.9572,2892969835.16,0.0,0.0,0.0,2.0,4.0,0.0,367.0,375.0,3415715823.27,104793597.318,2671704386.59,0.0,0.0,5142994.31888,85502724.3682,0.0,7157562730.75,2940197384.54,6.78775712657e+11,57291954093.9,173332183.673,67.0
0,3034384168.97,183146870.648,1.74190437868e-27,1.02773548108e-27,0.0,2191955491.0,10012195.0313,410569374.083,3302225865.7,195098883.602,573934589.049,1.0,422349946.982,27788538.4942,3402710707.26,0.0,0.0,0.0,4.0,5.0,0.0,387.0,386.0,3615203415.3,112243023.973,2765890080.05,0.0,0.0,11780572.8989,100484841.558,82855859.6289,0.0,3217916578.38,7.07567998079e+11,59447017235.0,183146870.648,68.0
0,3214652778.6,194005685.404,1.6590826986e-29,19039509.2302,0.0,0.0,10627736.9628,96359695.5785,3497341445.23,1215948187.26,16901971918.7,1.0,99155316.8292,5555585.50735,3603757767.22,0.0,0.0,0.0,1.0,2.0,0.0,394.0,385.0,3829953330.34,127173796.233,2871970386.55,0.0,0.0,2795621.25078,106416321.994,1088774391.02,14030001532.2,3468245316.09,7.40821978339e+11,62154260528.1,194005685.404,69.0
0,3390480715.95,204529299.141,1.31108459021e-28,3.10466721384e-28,0.0,1867487114.43,11289929.8885,110010093.865,3676661860.74,339543257.97,1121038587.51,1.0,113094685.586,34721548.6638,3788887820.01,0.0,0.0,0.0,1.0,6.0,0.0,368.0,406.0,4039337095.61,130214595.011,2988525701.95,0.0,0.0,3084591.7209,112225959.267,209328662.959,0.0,3716083662.91,7.77072348415e+11,64970405833.4,204529299.141,70.0
